,LocationName,ISO,country,region,world_region,MPI,geo,lat,lon,id,funded_amount,loan_amount,activity,sector,use,country_code,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,borrower_genders,repayment_interval,date,year,month,day
2933,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1059399,700.0,700.0,Farming,Agriculture,"to buy seeds, manure and poison for his corn and bean crops.",SV,USD,199.0,2016-04-22 22:56:12+00:00,2016-04-14 07:00:00+00:00,2016-05-26 10:59:22+00:00,14.0,24,#Vegan,male,bullet,2016-04-22,2016,April,Friday
779,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,814983,300.0,500.0,Construction,Construction,to purchase metal sheeting and wood to rebuild the roof of a shed.,SV,USD,199.0,2014-12-15 14:48:45+00:00,2014-12-04 08:00:00+00:00,,17.0,10,#Parent,male,monthly,2014-12-15,2014,December,Monday
2406,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1258259,250.0,250.0,Cattle,Agriculture,to buy a calf to raise and sell at a good price.,SV,USD,199.0,2017-03-15 17:44:47+00:00,2017-03-06 08:00:00+00:00,2017-03-22 18:36:00+00:00,14.0,9,"#Animals, #Biz Durable Asset, #Single",male,bullet,2017-03-15,2017,March,Wednesday
1847,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1126344,325.0,800.0,Farming,Agriculture,"to buy agricultural materials to plant a hectare of corn, prepare the land, and pay for labor.",SV,USD,199.0,2016-07-29 18:06:17+00:00,2016-07-29 07:00:00+00:00,,21.0,12,"#Job Creator, #Vegan, #Parent",male,irregular,2016-07-29,2016,July,Friday
30,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,659477,1600.0,1600.0,Livestock,Agriculture,"to purchase materials for his work--compost and fertilizer, and vitamins and medicine that he will use for his livestock.",SV,USD,199.0,2014-01-20 15:55:46+00:00,2014-01-06 08:00:00+00:00,2014-02-19 20:04:33+00:00,14.0,17,"#Elderly, #Parent, #Animals, user_favorite",male,bullet,2014-01-20,2014,January,Monday
2777,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,909628,300.0,300.0,Food,Food,"to buy ingredients such as yucca, bananas, potatoes and oil.",SV,USD,199.0,2015-06-27 17:47:25+00:00,2015-06-23 07:00:00+00:00,2015-07-15 23:14:32+00:00,14.0,7,"#Parent, #Woman Owned Biz",female,monthly,2015-06-27,2015,June,Saturday
2435,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1266325,1600.0,1600.0,Agriculture,Agriculture,to buy supplies and pay for labor for the cultivation of basic grains.,SV,USD,199.0,2017-03-24 18:49:06+00:00,2017-03-18 07:00:00+00:00,2017-04-19 11:01:56+00:00,14.0,47,"#Job Creator, #Elderly, #Repeat Borrower, user_favorite, user_favorite",female,irregular,2017-03-24,2017,March,Friday
683,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,785996,550.0,600.0,Clothing Sales,Clothing,"to purchase shirts, blouses, pants, skirts, shorts, cosmetics, lotions, etc. to stock her business.",SV,USD,199.0,2014-10-20 17:33:03+00:00,2014-10-09 07:00:00+00:00,,20.0,17,"#Single Parent, #Supporting Family, #Woman Owned Biz, user_favorite, user_favorite",female,monthly,2014-10-20,2014,October,Monday
1635,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1046007,500.0,500.0,Fruits & Vegetables,Food,to buy wholesale tamarind and continue selling.,SV,USD,199.0,2016-03-29 19:17:47+00:00,2016-03-17 07:00:00+00:00,2016-04-26 00:36:20+00:00,14.0,18,"#Repeat Borrower, #Parent, #Vegan, #Woman Owned Biz",female,bullet,2016-03-29,2016,March,Tuesday
2250,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1222433,950.0,950.0,Tailoring,Services,"to purchase fabrics, threads, zippers, buttons, and other supplies to continue making clothing.",SV,USD,199.0,2017-01-18 21:12:03+00:00,2017-01-16 08:00:00+00:00,2017-01-27 18:49:03+00:00,20.0,28,"#Fabrics, #Repeat Borrower, #Parent, #Supporting Family, user_favorite, user_favorite, user_favorite, user_favorite, user_favorite",male,monthly,2017-01-18,2017,January,Wednesday
2274,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1229245,1000.0,1000.0,Poultry,Agriculture,to buy chicken feed and chickens to raise and later sell.,SV,USD,199.0,2017-01-30 15:03:36+00:00,2016-12-31 08:00:00+00:00,2017-02-06 16:01:05+00:00,15.0,6,"#Animals, #Single, #Woman Owned Biz",female,monthly,2017-01-30,2017,January,Monday
2329,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1241083,1200.0,1200.0,Cattle,Agriculture,to buy cattle and feed to fatten them.,SV,USD,199.0,2017-02-17 17:46:35+00:00,2017-02-14 08:00:00+00:00,2017-03-21 09:19:37+00:00,26.0,48,"user_favorite, user_favorite, #Animals",male,monthly,2017-02-17,2017,February,Friday
622,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,773671,600.0,600.0,Home Energy,Personal Use,to install electricity in the house where he plans to live,SV,USD,199.0,2014-09-23 15:52:22+00:00,2014-09-13 07:00:00+00:00,2014-10-28 14:15:48+00:00,14.0,24,"#Parent, user_favorite, user_favorite",male,monthly,2014-09-23,2014,September,Tuesday
2764,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,896514,200.0,200.0,Clothing Sales,Clothing,"buy blouses, pants, shirts, and skirts to begin a new clothing business, as well as to buy syrup and jellies in different flavors to sell from her snow cone stall.",SV,USD,199.0,2015-06-03 22:04:12+00:00,2015-05-16 07:00:00+00:00,2015-06-16 16:38:08+00:00,10.0,8,"#Parent, #Woman Owned Biz",female,monthly,2015-06-03,2015,June,Wednesday
387,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,724096,600.0,600.0,Personal Housing Expenses,Housing,to buy shingles and wood to repair the roof of his house.,SV,USD,199.0,2014-06-12 16:22:00+00:00,2014-05-28 07:00:00+00:00,2014-06-28 23:29:28+00:00,20.0,21,,male,monthly,2014-06-12,2014,June,Thursday
3009,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1112307,325.0,1000.0,Food,Food,"to buy dishes, oil, forks, and condiments, and to buy fertilisers and weed-killers for her husband’s corn crops.",SV,USD,199.0,2016-07-06 19:38:39+00:00,2016-06-27 07:00:00+00:00,,27.0,4,"#Woman Owned Biz, #Parent",female,monthly,2016-07-06,2016,July,Wednesday
1178,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,910953,1000.0,1000.0,Retail,Retail,to buy more coffee.,SV,USD,199.0,2015-06-30 19:27:17+00:00,2015-06-23 07:00:00+00:00,2015-08-14 11:57:04+00:00,20.0,28,"#Vegan, #Woman Owned Biz, #Elderly, #Repeat Borrower",female,monthly,2015-06-30,2015,June,Tuesday
2567,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1297524,800.0,800.0,Cattle,Agriculture,"to buy a cow to fatten and sell at a good price, and so that it will provide milk.",SV,USD,199.0,2017-05-12 15:48:03+00:00,2017-04-29 07:00:00+00:00,2017-05-15 13:00:11+00:00,15.0,15,"volunteer_pick, #Animals, user_favorite",male,bullet,2017-05-12,2017,May,Friday
344,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,713964,1200.0,1200.0,Agriculture,Agriculture,"buy manure, fertilizer, pesticide, herbicide and pay for laborers to plant maize",SV,USD,199.0,2014-05-21 20:28:10+00:00,2014-05-05 07:00:00+00:00,2014-06-27 14:18:16+00:00,26.0,45,"#Parent, #Supporting Family, #Job Creator, user_favorite",male,irregular,2014-05-21,2014,May,Wednesday
464,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,739848,1000.0,1000.0,Agriculture,Agriculture,"to buy fertilizer and poison and to pay for labor because they planted 14,000 square meters of corn and 7,000 of beans.  ",SV,USD,199.0,2014-07-16 16:23:24+00:00,2014-07-14 07:00:00+00:00,2014-08-19 17:43:46+00:00,11.0,35,"#Parent, #Vegan, #Job Creator, user_favorite",female,bullet,2014-07-16,2014,July,Wednesday
2441,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1267799,1000.0,1500.0,General Store,Retail,"to buy basic grains, oil, seasoning, detergent, soup, eggs, and others to stock his store.",SV,USD,199.0,2017-03-27 19:06:36+00:00,2017-03-10 08:00:00+00:00,,26.0,21,"#Parent, user_favorite, user_favorite",male,monthly,2017-03-27,2017,March,Monday
134,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,670163,1000.0,1000.0,Agriculture,Agriculture,"to buy a pair of steers, farm supplies, fertilizer, and pesticide for his cornfield.",SV,USD,199.0,2014-02-14 14:33:36+00:00,2014-01-15 08:00:00+00:00,2014-03-12 16:12:41+00:00,14.0,33,"#Parent, #Animals, #Biz Durable Asset, user_favorite, user_favorite, #Schooling",male,bullet,2014-02-14,2014,February,Friday
503,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,747886,500.0,500.0,Pigs,Agriculture, to buy more pigs and then slowly expand the business.,SV,USD,199.0,2014-07-31 23:39:37+00:00,2014-07-29 07:00:00+00:00,2014-08-10 22:51:03+00:00,14.0,13,"#Parent, #Animals, #Woman Owned Biz",female,monthly,2014-07-31,2014,July,Thursday
1123,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,899139,600.0,600.0,Agriculture,Agriculture,To buy agricultural inputs and to pay the rent for the lot where she will grow corn.,SV,USD,199.0,2015-06-09 16:32:33+00:00,2015-05-19 07:00:00+00:00,2015-07-21 02:44:53+00:00,13.0,18,"#Elderly, #Parent",female,bullet,2015-06-09,2015,June,Tuesday
2873,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1013670,600.0,600.0,Agriculture,Agriculture,"to purchase agricultural products such as fertilizers, herbicides and seeds to prepare the land for planting crops.",SV,USD,199.0,2016-01-25 21:02:30+00:00,2016-01-11 08:00:00+00:00,2016-02-26 00:07:43+00:00,14.0,24,"#Parent, #Supporting Family, #Vegan",male,bullet,2016-01-25,2016,January,Monday
2789,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,919363,1000.0,1000.0,Cosmetics Sales,Retail,"to buy more lotions, nail-polish, deodorants, shampoo, make up, etc. ",SV,USD,199.0,2015-07-18 16:02:22+00:00,2015-07-09 07:00:00+00:00,2015-08-26 18:12:10+00:00,20.0,39,"user_favorite, #Elderly, #Woman Owned Biz, #Widowed, #Supporting Family, #Inspiring Story",female,monthly,2015-07-18,2015,July,Saturday
3432,"Santa Ana, El Salvador",SLV,El Salvador,Santa Ana,Latin America and Caribbean,0.027,"(13.9778279, -89.56391190000001)",13.9778279,-89.56391190000002,1110440,800.0,800.0,Agriculture,Agriculture,"to buy sulfate, seeds, insecticides, herbicides, formula, etc.",SV,USD,81.0,2016-07-01 16:39:36+00:00,2016-06-24 07:00:00+00:00,2016-07-25 19:15:08+00:00,11.0,26,"#Woman Owned Biz, #Vegan",female,bullet,2016-07-01,2016,July,Friday
2157,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1197931,750.0,750.0,Natural Medicines,Health,to purchase more natural medicines to continue selling.,SV,USD,199.0,2016-12-02 22:39:24+00:00,2016-11-26 08:00:00+00:00,2016-12-22 15:18:25+00:00,20.0,23,"#Health and Sanitation, #Parent",male,monthly,2016-12-02,2016,December,Friday
908,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,842326,1000.0,1000.0,Personal Housing Expenses,Housing,To put down flooring and repair the roof of her house.,SV,USD,199.0,2015-02-17 15:34:20+00:00,2015-02-05 08:00:00+00:00,2015-03-21 18:47:27+00:00,14.0,35,"#Parent, user_favorite",female,monthly,2015-02-17,2015,February,Tuesday
2774,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,908321,200.0,200.0,Farming,Agriculture,to buy fertilizers such as already-formulated fertilizer and sulphate,SV,USD,199.0,2015-06-25 19:51:57+00:00,2015-05-30 07:00:00+00:00,2015-07-13 02:13:46+00:00,13.0,8,"#Parent, #Vegan",female,monthly,2015-06-25,2015,June,Thursday
2016,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1176201,525.0,525.0,Furniture Making,Manufacturing,"to purchase wood, varnish, glue, nails, and sandpaper, among other materials for furniture production.",SV,USD,199.0,2016-10-27 15:26:00+00:00,2016-09-30 07:00:00+00:00,2016-10-30 08:38:46+00:00,15.0,10,#Repeat Borrower,female,monthly,2016-10-27,2016,October,Thursday
1838,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1125469,950.0,1400.0,Agriculture,Agriculture,to buy heifers and agricultural supplies for his corn crops.,SV,USD,199.0,2016-07-28 15:56:24+00:00,2016-07-26 07:00:00+00:00,,14.0,7,"#Animals, #Parent",male,bullet,2016-07-28,2016,July,Thursday
1429,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,987837,300.0,300.0,General Store,Retail,"to buy supplies for her shop, such as carbonated soft drinks and fireworks to sell during the Christmas holidays.",SV,USD,199.0,2015-11-30 15:54:36+00:00,2015-11-19 08:00:00+00:00,2015-12-23 00:52:39+00:00,14.0,12,"#Elderly, #Parent, #Woman Owned Biz",female,monthly,2015-11-30,2015,November,Monday
2521,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1289461,850.0,850.0,Cattle,Agriculture,to buy a bull.,SV,USD,199.0,2017-04-29 15:55:24+00:00,2017-04-26 07:00:00+00:00,2017-05-07 05:26:53+00:00,14.0,15,#Animals,male,monthly,2017-04-29,2017,April,Saturday
353,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,715151,375.0,1000.0,Livestock,Agriculture,to buy livestock. ,SV,USD,199.0,2014-05-23 14:21:40+00:00,2014-05-13 07:00:00+00:00,,14.0,6,"#Animals, #Parent",male,bullet,2014-05-23,2014,May,Friday
1759,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1104406,800.0,800.0,Cattle,Agriculture,to purchase cattle and also to purchase materials to build a shed. ,SV,USD,199.0,2016-06-22 16:18:26+00:00,2016-06-09 07:00:00+00:00,2016-07-10 19:16:13+00:00,14.0,31,"#Animals, #Parent, #Woman Owned Biz, user_favorite",female,irregular,2016-06-22,2016,June,Wednesday
3109,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1187063,350.0,350.0,Food Production/Sales,Food,"to buy corn, cheese, oil, pork cracklings, squash flower, beans and other ingredients to sell tortillas and pupusas (stuffed tortillas).",SV,USD,199.0,2016-11-17 22:19:21+00:00,2016-11-08 08:00:00+00:00,2016-12-08 16:24:06+00:00,14.0,6,"user_favorite, #Elderly, #Woman Owned Biz",female,monthly,2016-11-17,2016,November,Thursday
149,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,673865,600.0,600.0,Livestock,Agriculture,to purchase a calf.,SV,USD,199.0,2014-02-20 17:22:41+00:00,2014-02-17 08:00:00+00:00,2014-03-23 13:42:37+00:00,14.0,22,"#Animals, #Elderly",male,bullet,2014-02-20,2014,February,Thursday
491,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,747043,250.0,250.0,Food,Food,purchase more cheese.,SV,USD,199.0,2014-07-30 15:57:08+00:00,2014-07-25 07:00:00+00:00,2014-08-17 22:12:12+00:00,14.0,9,"#Single, #Supporting Family, #Woman Owned Biz, #Repeat Borrower",female,monthly,2014-07-30,2014,July,Wednesday
2999,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1106220,100.0,100.0,Weaving,Arts,"to buy threads, needles and fabric for her sewing business, and also to buy inputs for her business selling snacks.",SV,USD,199.0,2016-06-25 17:03:47+00:00,2016-06-14 07:00:00+00:00,2016-06-29 03:00:41+00:00,14.0,3,"volunteer_pick, #Fabrics",female,monthly,2016-06-25,2016,June,Saturday
2273,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1228632,500.0,500.0,Food Production/Sales,Food,to buy corn for the sale of tortillas.,SV,USD,199.0,2017-01-28 18:27:35+00:00,2017-01-25 08:00:00+00:00,2017-02-17 14:36:26+00:00,14.0,12,"#Parent, #Woman Owned Biz, #Schooling, user_favorite",female,monthly,2017-01-28,2017,January,Saturday
3032,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1124719,300.0,300.0,Poultry,Agriculture,to buy more chickens and feed to fatten them.,SV,USD,199.0,2016-07-27 19:07:13+00:00,2016-07-18 07:00:00+00:00,2016-08-19 16:18:45+00:00,14.0,12,"#Woman Owned Biz, #Animals, #Supporting Family",female,monthly,2016-07-27,2016,July,Wednesday
2087,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1186978,650.0,1350.0,Clothing Sales,Clothing,to buy clothing and plastic kitchen utensils to sell,SV,USD,199.0,2016-11-17 17:17:28+00:00,2016-11-08 08:00:00+00:00,,26.0,15,"#Woman Owned Biz, #Repeat Borrower, #Single Parent, #Parent, user_favorite, user_favorite",female,monthly,2016-11-17,2016,November,Thursday
1499,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1014191,200.0,200.0,General Store,Retail,"to buy merchandise for his store, to improve his income.",SV,USD,199.0,2016-01-26 18:57:48+00:00,2016-01-15 08:00:00+00:00,2016-01-29 19:55:13+00:00,12.0,5,,male,monthly,2016-01-26,2016,January,Tuesday
352,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,715163,400.0,800.0,Agriculture,Agriculture,"to buy seeds, fertilizer, herbicide, and to pay for manual labor to cultivate.",SV,USD,199.0,2014-05-23 15:01:06+00:00,2014-05-19 07:00:00+00:00,,14.0,6,"#Elderly, #Job Creator",male,bullet,2014-05-23,2014,May,Friday
3378,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1314668,700.0,700.0,Cosmetics Sales,Retail,"to buy more products from catalogs, such as lotions and cosmetics, to continue selling.",SV,USD,199.0,2017-06-06 17:09:32+00:00,2017-05-25 07:00:00+00:00,2017-07-07 12:30:24+00:00,17.0,18,"#Single, #Supporting Family, #Woman Owned Biz",female,monthly,2017-06-06,2017,June,Tuesday
3335,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1303574,400.0,400.0,General Store,Retail,"to buy sugar, beans, oil, coffee, soap, personal hygiene products and other items to stock her store.",SV,USD,199.0,2017-05-22 15:19:37+00:00,2017-05-04 07:00:00+00:00,2017-05-24 16:02:40+00:00,17.0,8,,female,monthly,2017-05-22,2017,May,Monday
686,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,786034,525.0,700.0,Agriculture,Agriculture,"to buy pesticides, herbicides, and manure for his crops.",SV,USD,199.0,2014-10-20 20:47:51+00:00,2014-09-25 07:00:00+00:00,,14.0,19,"volunteer_pick, volunteer_like, user_favorite, #Elderly, #Widowed, #Repeat Borrower, #Vegan, #Low-profit FP, #Repeat Borrower, user_favorite",male,irregular,2014-10-20,2014,October,Monday
1083,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,888762,500.0,500.0,Clothing Sales,Clothing,to buy more clothing for the business.,SV,USD,199.0,2015-05-20 22:21:04+00:00,2015-04-24 07:00:00+00:00,2015-06-23 17:32:38+00:00,17.0,12,"#Parent, #Woman Owned Biz, user_favorite",female,monthly,2015-05-20,2015,May,Wednesday
621,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,772984,400.0,400.0,Agriculture,Agriculture,to buy fertilizers to use on his crops.,SV,USD,199.0,2014-09-22 15:30:39+00:00,2014-09-17 07:00:00+00:00,2014-10-27 00:42:26+00:00,14.0,15,"#Single, #Supporting Family",male,monthly,2014-09-22,2014,September,Monday
1947,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1161128,300.0,300.0,Fruits & Vegetables,Food,"to buy cucumbers, jocotes, watermelon, pineapple, etc. to continue selling fish.",SV,USD,199.0,2016-09-30 14:48:59+00:00,2016-09-12 07:00:00+00:00,2016-10-06 16:36:37+00:00,14.0,11,"#Repeat Borrower, #Woman Owned Biz",female,monthly,2016-09-30,2016,September,Friday
3395,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1321762,450.0,450.0,General Store,Retail,to buy more basic products to sell in her store.,SV,USD,199.0,2017-06-16 17:29:36+00:00,2017-06-05 07:00:00+00:00,2017-06-21 07:11:12+00:00,14.0,14,"#Repeat Borrower, #Single Parent, #Parent, #Woman Owned Biz",female,monthly,2017-06-16,2017,June,Friday
1410,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,986225,125.0,125.0,Clothing Sales,Clothing,to buy underwear for women and men.,SV,USD,199.0,2015-11-26 19:56:19+00:00,2015-11-19 08:00:00+00:00,2015-12-01 13:31:42+00:00,14.0,5,"#Parent, #Woman Owned Biz",female,monthly,2015-11-26,2015,November,Thursday
574,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,762294,500.0,500.0,General Store,Retail,to buy merchandise for his store.,SV,USD,199.0,2014-08-30 16:08:24+00:00,2014-08-21 07:00:00+00:00,2014-09-10 12:06:06+00:00,5.0,11,,male,bullet,2014-08-30,2014,August,Saturday
2499,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1275682,300.0,300.0,Farming,Agriculture,"to purchase agricultural supplies and to pay the rent on the parcel of land, as well as to purchase products for her store.",SV,USD,199.0,2017-04-07 17:25:45+00:00,2017-04-06 07:00:00+00:00,2017-04-29 16:20:17+00:00,14.0,11,"#Repeat Borrower, #Parent, #Woman Owned Biz, #Vegan",female,bullet,2017-04-07,2017,April,Friday
2513,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1284128,1000.0,1000.0,Farming,Agriculture,to buy supplies to grow corn and to pay rent on land.,SV,USD,199.0,2017-04-22 17:57:30+00:00,2017-04-19 07:00:00+00:00,2017-05-07 20:48:46+00:00,14.0,20,#Repeat Borrower,female,bullet,2017-04-22,2017,April,Saturday
2145,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1197932,325.0,325.0,Services,Services,to pay for the maintenance of the mill with which he offers services to the community.,SV,USD,199.0,2016-12-02 22:45:50+00:00,2016-11-26 08:00:00+00:00,2016-12-21 17:24:38+00:00,14.0,12,"user_favorite, #Repair Renew Replace, #Vegan, #Parent",male,monthly,2016-12-02,2016,December,Friday
3244,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1265211,325.0,700.0,Farming,Agriculture,"to pay labor costs to prepare the land where he will plant basic grains, he will also purchase supplies such as manure and pesticides.",SV,USD,199.0,2017-03-23 15:07:44+00:00,2017-03-08 08:00:00+00:00,,14.0,13,"#Single, #Supporting Family, #Job Creator, #Vegan",male,bullet,2017-03-23,2017,March,Thursday
